date,state,place,latitude,longitude,depth_km,magnitude,risk_label
2018-02-15,Andhra Pradesh,Nicobar Islands,14.0038,81.2104,22.79,4.0,0
2024-04-25,Himachal Pradesh,Himalayan Belt,16.719,93.8043,53.24,6.2,1
2021-09-12,Manipur,Koyna Region,29.724,95.1871,25.69,7.1,1
2002-08-16,Maharashtra,Northeast India,17.3144,71.4025,37.36,3.4,0
2015-07-31,Telangana,Bangalore Region,9.9489,94.6555,118.09,7.0,1
2008-04-04,Karnataka,Himalayan Belt,24.1405,80.0477,68.71,8.0,1
2013-12-21,Sikkim,Nicobar Islands,21.8063,72.0606,48.36,3.2,0
2002-12-21,Kerala,Bhuj Region,6.3588,86.9242,33.32,5.4,0
2009-05-27,Manipur,Northeast India,30.2941,77.6036,26.3,6.0,1
2002-06-24,Kerala,Delhi NCR,32.5935,91.8547,69.79,3.3,0
2009-02-18,Andhra Pradesh,Andaman Sea,28.4478,97.7183,117.83,5.5,1
2002-05-16,Sikkim,Delhi NCR,8.5317,70.4133,104.04,6.1,1
2008-04-08,Manipur,Nicobar Islands,13.8543,77.1476,57.5,3.9,0
2002-10-26,Meghalaya,Bangalore Region,8.4014,81.1308,28.44,7.7,1
2018-08-13,Andaman and Nicobar Islands,Bangalore Region,21.5723,76.9465,118.31,3.6,0
2002-06-14,Manipur,Northeast India,24.4458,70.0325,63.76,5.9,1
2004-11-12,Andaman and Nicobar Islands,Andaman Sea,35.4897,85.5819,109.51,5.3,0
2009-03-01,Gujarat,Bhuj Region,29.1694,93.6083,84.44,7.5,1
2019-10-10,Telangana,Nicobar Islands,11.9275,94.9682,20.28,4.2,0
2006-12-01,Andhra Pradesh,Koyna Region,24.0966,74.4532,60.44,6.9,1
2000-05-18,Manipur,Himalayan Belt,10.105,74.0131,30.46,7.1,1
2020-09-23,Andaman and Nicobar Islands,Northeast India,35.1018,68.7556,17.51,4.6,0
2006-10-28,Andaman and Nicobar Islands,Bhuj Region,16.6859,77.0436,23.55,5.1,0
2018-07-05,Maharashtra,Koyna Region,34.4045,73.4215,83.7,4.4,0
2010-07-12,Kerala,Bhuj Region,31.8018,69.2381,83.73,4.4,0
2000-05-04,Tamil Nadu,Bhuj Region,27.1355,97.1223,7.43,5.8,1
2006-08-03,Meghalaya,Delhi NCR,29.2854,78.6352,61.99,6.6,1
2019-01-16,Himachal Pradesh,Bhuj Region,21.7457,78.2107,27.77,6.2,1
2001-03-13,Kerala,Andaman Sea,16.8034,74.2648,51.49,5.0,0
2017-11-01,Telangana,Nicobar Islands,20.4839,90.0291,85.22,7.2,1
2003-02-01,Karnataka,Bangalore Region,19.6488,72.9386,107.85,6.6,1
2023-07-01,Meghalaya,Nicobar Islands,11.7871,68.6119,45.9,3.6,0
2005-10-17,Andaman and Nicobar Islands,Andaman Sea,35.4804,77.4098,77.15,8.0,1
2020-10-01,Himachal Pradesh,Bhuj Region,30.2001,73.3842,58.85,6.3,1
2021-07-21,Tamil Nadu,Northeast India,15.5906,73.4508,108.72,4.6,0
2000-04-30,Uttarakhand,Bangalore Region,10.6587,88.7122,78.55,8.2,1
2019-08-13,Nagaland,Himalayan Belt,15.8784,94.4305,12.75,5.7,1
2001-03-27,Gujarat,Bangalore Region,20.171,86.1194,39.25,4.0,0
2008-10-01,Sikkim,Koyna Region,8.1158,95.5482,104.02,3.1,0
2004-05-14,Meghalaya,Koyna Region,22.2608,81.3381,51.34,3.4,0
2002-04-28,Assam,Bhuj Region,35.7334,86.2064,18.31,7.6,1
2007-09-01,Sikkim,Himalayan Belt,23.1213,86.3872,101.61,7.6,1
2013-05-10,Karnataka,Northeast India,27.4381,77.9622,21.21,4.0,0
2022-08-20,Andhra Pradesh,Koyna Region,14.8569,87.3388,112.31,3.0,0
2010-09-05,Uttarakhand,Nicobar Islands,8.0524,84.3775,43.5,7.3,1
2016-02-16,Gujarat,Delhi NCR,12.7676,92.2733,119.49,5.0,0
2005-10-06,Rajasthan,Bangalore Region,16.5181,69.1466,18.54,7.6,1
2009-12-29,Manipur,Koyna Region,28.5775,93.2092,9.42,7.9,1
2022-06-25,Sikkim,Northeast India,24.3906,86.9395,115.31,3.8,0
2013-09-03,Gujarat,Bangalore Region,28.8555,69.7047,100.87,3.3,0
2023-10-07,Rajasthan,Koyna Region,13.7446,81.7613,75.32,5.7,1
2022-06-11,Karnataka,Koyna Region,26.615,68.7491,24.59,8.0,1
2022-06-28,Rajasthan,Bhuj Region,25.5761,89.9207,52.62,5.2,0
2016-02-23,Tamil Nadu,Koyna Region,23.5285,87.6414,90.45,6.4,1
2013-10-04,Meghalaya,Nicobar Islands,25.292,92.5293,58.8,4.3,0
2002-03-12,Andaman and Nicobar Islands,Himalayan Belt,28.2207,88.3249,107.59,5.4,0
2002-06-02,Meghalaya,Himalayan Belt,9.8516,76.413,116.59,4.5,0
2006-10-24,Andaman and Nicobar Islands,Bhuj Region,16.7566,91.793,69.82,5.2,0
2010-05-27,Andaman and Nicobar Islands,Bangalore Region,12.3792,95.0216,119.83,4.8,0
2015-04-27,Kerala,Andaman Sea,26.9501,97.0825,114.59,3.9,0
2023-01-29,Andhra Pradesh,Northeast India,20.0603,71.4167,74.9,3.1,0
2000-11-26,Meghalaya,Andaman Sea,11.6577,72.2435,75.12,4.2,0
2003-10-19,Meghalaya,Nicobar Islands,13.4648,77.5111,80.15,6.9,1
2006-03-12,Uttarakhand,Nicobar Islands,17.1547,88.4973,73.0,7.5,1
2020-02-24,Maharashtra,Bangalore Region,19.2522,80.6921,27.31,3.2,0
2024-04-02,Nagaland,Bhuj Region,18.1001,84.1656,30.12,4.1,0
2009-01-01,Assam,Delhi NCR,28.0126,92.7444,60.22,5.5,1
2024-01-13,Nagaland,Bhuj Region,6.436,88.1524,79.41,8.4,1
2023-01-15,Telangana,Koyna Region,23.9994,77.0836,91.82,8.0,1
2010-06-19,Andaman and Nicobar Islands,Bangalore Region,27.424,78.9374,50.56,3.5,0
2008-01-20,Nagaland,Andaman Sea,17.3354,80.7901,74.23,6.1,1
2009-05-27,Manipur,Himalayan Belt,33.3355,92.353,13.41,5.8,1
2008-07-10,Himachal Pradesh,Bhuj Region,15.7624,81.8345,32.54,5.1,0
2003-01-29,Tamil Nadu,Andaman Sea,26.4848,91.0677,12.94,8.2,1
2014-12-26,Gujarat,Koyna Region,26.9876,96.4629,20.53,4.2,0
2000-10-25,Rajasthan,Delhi NCR,22.3903,73.303,67.57,8.2,1
2022-08-04,Rajasthan,Nicobar Islands,9.6978,79.3982,40.13,5.8,1
2000-09-26,Tamil Nadu,Bhuj Region,7.3586,96.0619,79.41,7.5,1
2002-08-13,Rajasthan,Koyna Region,35.4624,75.9791,46.13,8.4,1
2000-07-08,Manipur,Andaman Sea,10.3853,77.0584,38.52,6.2,1
2008-07-26,Manipur,Northeast India,19.2727,94.0054,112.4,6.8,1
2001-04-13,Himachal Pradesh,Nicobar Islands,25.5649,85.8344,44.07,3.1,0
2009-11-11,Manipur,Koyna Region,18.0646,86.6292,107.86,6.7,1
2008-04-02,Maharashtra,Koyna Region,27.6196,74.8334,32.12,6.3,1
2001-12-21,Kerala,Northeast India,23.718,91.3286,77.0,3.2,0
2019-08-09,Meghalaya,Delhi NCR,16.8989,70.4874,73.58,7.9,1
2003-11-23,Assam,Himalayan Belt,35.4553,74.1738,101.44,6.4,1
2021-02-23,Telangana,Andaman Sea,33.1936,93.0509,50.97,5.1,0
2019-09-12,Andaman and Nicobar Islands,Bhuj Region,27.8702,72.3856,61.8,3.2,0
2001-11-01,Manipur,Himalayan Belt,19.5307,84.5902,58.69,4.6,0
2009-03-29,Telangana,Andaman Sea,29.126,74.9619,101.98,4.5,0
2019-04-14,Rajasthan,Nicobar Islands,24.2916,77.8628,84.57,7.1,1
2020-11-03,Gujarat,Bangalore Region,20.9362,84.221,63.18,3.4,0
2002-12-03,Andhra Pradesh,Nicobar Islands,11.6886,75.2188,99.28,6.2,1
2005-01-24,Manipur,Delhi NCR,23.885,75.2559,62.37,4.5,0
2007-07-01,Kerala,Bangalore Region,15.7344,85.9201,113.43,4.9,0
2001-01-26,Tamil Nadu,Bhuj Region,28.2813,90.8452,97.09,6.8,1
2020-07-16,Assam,Himalayan Belt,12.8335,71.5236,56.39,6.4,1
2001-03-25,Sikkim,Delhi NCR,12.8053,94.7164,19.94,7.4,1
2003-08-28,Kerala,Andaman Sea,31.1373,93.1367,53.68,5.9,1
2010-02-21,Gujarat,Bangalore Region,23.3356,95.1858,92.14,6.4,1
2002-01-10,Himachal Pradesh,Bangalore Region,18.7246,96.8178,44.58,3.8,0
2022-11-12,Telangana,Bhuj Region,23.4233,97.0178,119.82,3.4,0
2016-12-25,Manipur,Bangalore Region,16.3066,84.8856,58.91,4.0,0
2015-06-24,Andhra Pradesh,Himalayan Belt,33.1105,74.9301,42.14,4.4,0
2014-06-29,Meghalaya,Bangalore Region,24.1799,70.2828,21.52,6.3,1
2017-07-27,Rajasthan,Bangalore Region,14.7865,76.7086,19.58,4.9,0
2016-09-05,Tamil Nadu,Bangalore Region,16.853,72.3038,99.52,6.0,1
2011-09-17,Andhra Pradesh,Bhuj Region,28.204,73.3188,10.29,3.4,0
2006-01-29,Andaman and Nicobar Islands,Koyna Region,22.2291,86.8721,111.63,3.6,0
2014-07-17,Maharashtra,Bhuj Region,34.3256,76.9006,99.74,7.2,1
2008-03-19,Andhra Pradesh,Northeast India,18.5973,92.6085,62.54,7.2,1
2002-06-29,Nagaland,Bangalore Region,29.7618,93.6403,87.71,3.6,0
2005-11-30,Kerala,Koyna Region,8.9132,71.8968,51.45,4.8,0
2014-06-14,Telangana,Koyna Region,12.4072,76.4219,78.02,5.3,0
2013-02-15,Assam,Nicobar Islands,7.5487,78.856,15.48,4.3,0
2020-08-07,Manipur,Delhi NCR,7.1121,90.1833,16.55,4.0,0
2017-04-18,Nagaland,Bhuj Region,22.424,83.8181,26.22,6.1,1
2012-11-02,Andhra Pradesh,Bhuj Region,22.2676,80.5353,64.6,4.9,0
2022-11-22,Sikkim,Nicobar Islands,31.5024,75.7832,64.99,5.6,1
2003-06-30,Karnataka,Himalayan Belt,12.7619,96.185,43.93,3.8,0
2008-12-31,Sikkim,Northeast India,34.0083,81.4839,93.22,4.1,0
2015-09-17,Meghalaya,Koyna Region,27.5926,75.4906,42.13,5.3,0
2000-12-26,Assam,Andaman Sea,11.4202,97.602,93.8,7.6,1
2008-02-06,Maharashtra,Koyna Region,25.6761,95.0906,103.38,3.8,0
2022-11-17,Himachal Pradesh,Himalayan Belt,24.629,85.6182,13.35,3.0,0
2018-08-03,Sikkim,Andaman Sea,19.4227,86.4395,27.75,7.3,1
2017-06-20,Assam,Himalayan Belt,31.6794,70.3216,29.48,7.5,1
2007-03-11,Assam,Nicobar Islands,10.7288,89.6489,107.96,3.1,0
2007-10-28,Kerala,Koyna Region,25.8347,92.4792,103.37,8.1,1
2002-09-01,Karnataka,Nicobar Islands,11.8787,73.4184,19.37,6.5,1
2007-07-22,Gujarat,Northeast India,27.6591,80.303,7.24,6.8,1
2007-05-04,Maharashtra,Andaman Sea,11.4014,89.928,65.91,5.5,1
2003-02-02,Andhra Pradesh,Himalayan Belt,8.5653,87.1377,27.41,6.8,1
2014-03-16,Maharashtra,Delhi NCR,32.7306,85.4161,90.31,3.9,0
2014-12-26,Kerala,Nicobar Islands,34.4367,93.05,5.39,3.8,0
2012-02-23,Maharashtra,Northeast India,11.3459,84.8121,89.99,4.7,0
2022-04-25,Nagaland,Delhi NCR,27.2063,93.6473,63.73,6.6,1
2020-12-07,Assam,Bhuj Region,16.142,77.6131,80.02,7.9,1
2017-11-27,Kerala,Delhi NCR,15.204,78.1746,90.86,5.0,0
2018-08-01,Sikkim,Koyna Region,28.0764,87.0352,101.34,5.7,1
2014-10-30,Uttarakhand,Bhuj Region,15.0943,91.2347,33.27,4.4,0
2006-06-19,Maharashtra,Himalayan Belt,33.342,87.4096,82.05,4.5,0
2017-01-08,Telangana,Bhuj Region,9.625,87.5845,116.21,5.8,1
2023-09-11,Andhra Pradesh,Bangalore Region,13.9586,78.6035,77.23,6.3,1
2021-04-16,Telangana,Koyna Region,8.5466,95.6754,82.81,6.6,1
2021-08-30,Tamil Nadu,Bangalore Region,16.0871,76.4153,47.0,7.4,1
2010-01-11,Sikkim,Delhi NCR,27.5232,84.044,25.41,6.8,1
2014-07-04,Nagaland,Koyna Region,25.3145,90.8106,56.65,4.9,0
2023-01-30,Gujarat,Bhuj Region,25.5434,68.8024,22.57,6.9,1
2002-02-21,Meghalaya,Koyna Region,26.5512,79.7618,22.28,4.7,0
2012-05-26,Andhra Pradesh,Koyna Region,24.6867,75.3216,55.59,6.4,1
2024-06-24,Manipur,Bangalore Region,15.8359,72.9032,42.96,7.6,1
2023-02-01,Rajasthan,Bangalore Region,11.062,72.5236,40.72,7.1,1
2009-08-21,Assam,Bangalore Region,19.8555,76.9946,5.76,7.9,1
2013-12-23,Telangana,Andaman Sea,7.6496,68.7814,25.05,3.8,0
2020-01-27,Sikkim,Delhi NCR,18.5314,82.8276,18.42,7.9,1
2019-03-09,Tamil Nadu,Bangalore Region,16.6805,81.6012,36.03,6.0,1
2009-12-29,Andhra Pradesh,Andaman Sea,20.3199,94.1605,6.64,7.6,1
2012-03-04,Tamil Nadu,Bhuj Region,29.8197,95.4862,85.23,8.1,1
2023-12-22,Himachal Pradesh,Bangalore Region,16.3538,93.2719,80.09,5.8,1
2007-01-04,Rajasthan,Northeast India,33.3381,77.4962,8.58,3.1,0
2006-12-26,Karnataka,Himalayan Belt,8.925,85.0212,92.84,3.7,0
2007-03-22,Telangana,Nicobar Islands,17.1697,95.545,35.7,5.0,0
2020-10-21,Assam,Bangalore Region,19.1225,88.3616,49.49,4.7,0
2024-06-03,Meghalaya,Andaman Sea,21.858,82.9824,24.64,4.7,0
2012-05-14,Telangana,Bhuj Region,7.6682,72.9459,64.53,3.8,0
2018-05-30,Uttarakhand,Koyna Region,26.7823,93.8338,117.82,4.7,0
2018-11-10,Nagaland,Delhi NCR,28.9602,87.9318,49.54,3.7,0
2001-02-28,Sikkim,Bangalore Region,33.3474,80.5848,24.77,3.7,0
2004-06-21,Kerala,Delhi NCR,12.4102,78.1246,109.7,4.8,0
2017-06-13,Sikkim,Northeast India,9.2193,78.9616,75.12,3.6,0
2012-09-27,Assam,Koyna Region,14.2197,96.8244,117.3,3.3,0
2016-05-26,Gujarat,Bhuj Region,25.6755,75.3482,111.07,6.9,1
2020-01-28,Himachal Pradesh,Bhuj Region,17.4578,73.9882,116.92,4.5,0
2020-05-17,Nagaland,Northeast India,10.6629,91.1893,103.52,6.2,1
2018-04-22,Telangana,Northeast India,30.2347,86.8419,100.34,3.5,0
2007-06-02,Rajasthan,Himalayan Belt,33.7288,70.9636,12.54,6.3,1
2023-01-11,Karnataka,Bangalore Region,6.5563,97.163,28.8,6.2,1
2012-04-12,Andhra Pradesh,Nicobar Islands,7.3381,97.6229,26.92,3.1,0
2004-11-29,Himachal Pradesh,Andaman Sea,7.3296,80.6409,72.91,3.0,0
2009-09-07,Kerala,Northeast India,28.6711,91.3559,79.78,8.1,1
2002-04-10,Himachal Pradesh,Bangalore Region,12.014,73.944,73.96,6.0,1
2000-03-28,Nagaland,Koyna Region,11.1395,88.8302,91.06,6.4,1
2010-11-24,Tamil Nadu,Andaman Sea,10.3868,94.2643,89.91,7.9,1
2017-06-02,Uttarakhand,Nicobar Islands,15.1286,84.6892,7.59,4.6,0
2002-07-30,Rajasthan,Andaman Sea,23.3304,68.0311,108.02,3.3,0
2014-07-15,Kerala,Nicobar Islands,8.9753,93.7135,89.98,6.2,1
2006-11-10,Andhra Pradesh,Bhuj Region,31.2576,82.3587,112.61,7.8,1
2008-01-14,Himachal Pradesh,Andaman Sea,30.8289,81.3801,13.61,6.4,1
2023-03-02,Andhra Pradesh,Northeast India,8.7263,75.0001,106.64,5.9,1
2014-09-23,Meghalaya,Northeast India,19.3678,81.4298,90.42,4.0,0
2000-01-26,Nagaland,Bangalore Region,10.7432,75.2146,116.83,5.9,1
2001-07-23,Uttarakhand,Himalayan Belt,6.0624,76.5784,72.79,7.5,1
2005-06-26,Nagaland,Himalayan Belt,18.0001,68.0407,116.3,3.3,0
2015-08-28,Maharashtra,Northeast India,15.5674,69.8402,53.21,6.5,1
2014-07-01,Meghalaya,Nicobar Islands,10.0894,72.6054,20.25,5.1,0
2009-03-05,Karnataka,Delhi NCR,26.6571,78.701,61.85,3.3,0
2024-07-15,Rajasthan,Bangalore Region,31.3742,71.5781,81.01,6.7,1
2017-06-19,Manipur,Nicobar Islands,9.3182,81.0006,35.32,6.8,1
2002-12-24,Kerala,Koyna Region,31.7423,70.6464,108.36,3.6,0
2001-01-28,Meghalaya,Andaman Sea,30.3201,83.6171,22.98,6.8,1
2014-03-27,Himachal Pradesh,Koyna Region,21.2216,80.9703,55.55,8.4,1
2021-10-12,Telangana,Bangalore Region,14.4095,80.5914,90.69,3.2,0
2011-08-26,Andaman and Nicobar Islands,Bhuj Region,34.9249,69.4784,69.96,3.6,0
2018-06-13,Kerala,Bhuj Region,22.8115,81.9643,93.75,5.0,0
2006-05-18,Meghalaya,Nicobar Islands,13.981,76.7921,38.86,4.9,0
2004-07-27,Kerala,Delhi NCR,17.3263,73.1794,109.2,7.3,1
2001-06-20,Karnataka,Delhi NCR,11.7691,78.3471,17.55,7.3,1
2011-11-08,Rajasthan,Northeast India,18.3906,97.801,56.76,3.7,0
2021-03-02,Kerala,Nicobar Islands,6.7502,97.9249,19.9,7.2,1
2018-01-22,Manipur,Northeast India,18.0805,74.908,51.0,4.6,0
2004-01-05,Nagaland,Bangalore Region,6.4426,84.9081,22.21,5.8,1
2002-06-21,Assam,Northeast India,13.6579,83.1479,85.9,6.1,1
2016-10-24,Maharashtra,Delhi NCR,32.5962,93.1007,117.13,5.6,1
2024-02-25,Rajasthan,Bhuj Region,25.2181,77.9263,63.93,7.5,1
2021-04-14,Kerala,Koyna Region,19.1862,69.7774,8.97,7.6,1
2008-06-26,Nagaland,Koyna Region,16.2801,94.7474,104.63,6.3,1
2012-12-22,Andhra Pradesh,Andaman Sea,7.1315,88.0385,60.39,6.5,1
2018-06-03,Assam,Delhi NCR,24.9394,68.3513,98.73,3.2,0
2012-05-19,Kerala,Himalayan Belt,33.5984,95.629,40.5,8.1,1
2011-12-03,Sikkim,Nicobar Islands,7.3931,78.4175,27.99,6.0,1
2000-12-15,Rajasthan,Andaman Sea,26.0405,74.2744,105.96,6.1,1
2016-12-03,Maharashtra,Bhuj Region,33.4734,91.9341,97.16,3.3,0
2021-09-30,Gujarat,Bhuj Region,28.0054,88.3711,22.78,7.6,1
2012-08-10,Karnataka,Northeast India,30.5308,91.246,18.57,4.5,0
2024-06-07,Uttarakhand,Koyna Region,13.032,81.8029,94.64,5.4,0
2014-02-19,Maharashtra,Nicobar Islands,6.7416,77.7704,74.41,3.4,0
2011-07-31,Karnataka,Bhuj Region,19.4784,77.46,50.48,4.6,0
2009-08-10,Meghalaya,Himalayan Belt,9.9327,97.4107,39.44,6.8,1
2023-05-02,Tamil Nadu,Himalayan Belt,16.4491,84.832,86.04,8.3,1
2016-04-05,Maharashtra,Northeast India,27.3043,70.2847,9.07,6.7,1
2023-09-11,Karnataka,Andaman Sea,16.5067,69.4058,66.66,5.5,1
2024-03-08,Gujarat,Delhi NCR,19.8449,85.6772,109.12,6.0,1
2018-12-01,Kerala,Bhuj Region,31.155,82.4763,63.41,5.0,0
2017-10-21,Andaman and Nicobar Islands,Delhi NCR,19.1211,93.3052,75.79,4.4,0
2007-07-10,Andhra Pradesh,Andaman Sea,33.0398,80.375,83.33,4.2,0
2002-04-20,Andhra Pradesh,Himalayan Belt,33.9968,76.9207,32.8,7.0,1
2006-08-09,Sikkim,Andaman Sea,7.349,78.0029,102.3,4.1,0
2018-09-03,Manipur,Himalayan Belt,16.7857,88.5117,113.1,4.5,0
2010-05-17,Nagaland,Bhuj Region,27.2451,79.0094,51.15,6.7,1
2013-02-24,Tamil Nadu,Bangalore Region,16.7726,94.5231,76.79,7.5,1
2018-12-26,Kerala,Northeast India,6.5324,74.9984,64.24,5.0,0
2020-08-22,Telangana,Himalayan Belt,29.8452,71.5205,56.52,4.9,0
2022-07-06,Sikkim,Bhuj Region,10.4999,81.2306,115.09,6.0,1
2001-07-24,Tamil Nadu,Northeast India,29.6261,79.5837,58.56,6.2,1
2004-01-14,Himachal Pradesh,Bangalore Region,23.3761,87.8549,65.93,5.7,1
2012-05-11,Sikkim,Nicobar Islands,33.7719,70.9413,48.45,4.0,0
2018-09-02,Rajasthan,Northeast India,24.9126,68.3199,97.13,4.1,0
2015-07-28,Tamil Nadu,Delhi NCR,9.0377,79.3544,83.81,4.6,0
2020-07-29,Nagaland,Himalayan Belt,34.7342,93.1573,96.56,4.1,0
2020-09-19,Andhra Pradesh,Bangalore Region,7.0979,68.2967,40.73,5.2,0
2016-02-27,Tamil Nadu,Andaman Sea,6.553,78.3108,24.23,7.5,1
2018-03-25,Assam,Delhi NCR,27.5918,95.5014,88.34,3.8,0
2018-12-26,Andhra Pradesh,Himalayan Belt,11.6633,69.7003,14.33,6.7,1
2012-11-27,Uttarakhand,Bhuj Region,27.0265,81.7386,118.15,4.6,0
2019-01-25,Nagaland,Nicobar Islands,24.4567,97.7008,16.06,6.5,1
2006-09-30,Himachal Pradesh,Northeast India,25.9681,96.0737,73.67,4.3,0
2023-03-31,Manipur,Northeast India,27.705,68.6696,33.88,6.9,1
2005-07-28,Sikkim,Andaman Sea,24.7002,97.5641,53.12,6.7,1
2018-12-22,Gujarat,Northeast India,13.772,96.7644,19.82,3.1,0
2005-05-16,Tamil Nadu,Nicobar Islands,30.9448,82.1379,14.81,3.9,0
2024-08-18,Sikkim,Himalayan Belt,7.7417,70.0281,34.09,8.5,1
2005-01-24,Assam,Nicobar Islands,31.9162,68.9638,30.27,7.8,1
2013-02-04,Andaman and Nicobar Islands,Himalayan Belt,32.312,94.9833,13.34,4.5,0
2010-11-25,Telangana,Koyna Region,11.212,71.2863,76.04,3.7,0
2019-06-24,Andaman and Nicobar Islands,Northeast India,8.1083,92.6202,111.33,5.5,1
2021-01-13,Andhra Pradesh,Himalayan Belt,21.967,89.2237,13.72,4.4,0
2018-12-02,Rajasthan,Bhuj Region,19.8963,69.9975,103.59,5.6,1
2006-07-15,Andhra Pradesh,Delhi NCR,22.8033,91.3944,62.22,7.1,1
2009-03-08,Andhra Pradesh,Nicobar Islands,16.3459,84.9779,37.41,5.6,1
2015-02-12,Meghalaya,Bangalore Region,9.0439,70.2583,100.21,8.0,1
2005-07-21,Rajasthan,Northeast India,24.8967,75.2255,64.13,3.1,0
2004-06-12,Gujarat,Himalayan Belt,26.5073,73.5724,89.13,5.9,1
2004-10-28,Maharashtra,Northeast India,27.0399,93.5468,46.66,6.1,1
2006-05-24,Meghalaya,Bhuj Region,19.2082,97.0314,62.53,8.1,1
2003-11-27,Rajasthan,Bhuj Region,22.1797,69.0281,103.7,7.1,1
2020-06-09,Uttarakhand,Northeast India,16.8253,70.617,93.71,5.7,1
2009-12-21,Tamil Nadu,Delhi NCR,17.167,90.6811,53.77,7.6,1
2019-09-13,Tamil Nadu,Bangalore Region,11.4417,77.2525,5.34,6.9,1
2022-10-18,Telangana,Koyna Region,13.2712,84.2652,41.47,8.4,1
2005-11-21,Karnataka,Bangalore Region,15.7269,93.0093,45.08,5.9,1
2009-11-13,Rajasthan,Andaman Sea,23.0209,73.3268,87.87,3.0,0
2013-01-11,Andhra Pradesh,Northeast India,21.0722,87.1597,71.11,6.5,1
2023-03-15,Andaman and Nicobar Islands,Himalayan Belt,32.3194,69.8228,74.95,5.5,1
2001-03-10,Telangana,Bangalore Region,34.9117,91.8834,40.78,7.2,1
2009-02-13,Sikkim,Himalayan Belt,33.8587,72.1165,69.21,4.8,0
2005-12-11,Andhra Pradesh,Andaman Sea,24.3427,89.6775,69.6,6.8,1
2014-05-23,Uttarakhand,Bangalore Region,34.6282,72.0282,112.54,7.4,1
2017-02-19,Meghalaya,Bangalore Region,35.7503,95.3923,80.63,4.0,0
2005-04-29,Uttarakhand,Nicobar Islands,21.1893,71.8122,16.16,5.9,1
2011-08-03,Uttarakhand,Northeast India,26.4212,85.9733,85.08,6.9,1
2016-08-24,Nagaland,Koyna Region,16.1844,68.2517,63.46,8.0,1
2002-07-09,Meghalaya,Nicobar Islands,28.188,86.1519,60.27,3.1,0
2013-09-07,Sikkim,Northeast India,25.6105,94.9909,86.7,3.7,0
2019-03-13,Himachal Pradesh,Koyna Region,10.824,89.3185,82.18,4.9,0
2006-12-13,Meghalaya,Nicobar Islands,34.5611,94.5331,15.15,3.4,0
2000-05-29,Tamil Nadu,Delhi NCR,16.3149,78.5239,69.48,7.3,1
2020-04-15,Gujarat,Himalayan Belt,15.7688,77.7046,58.92,5.7,1
2015-03-03,Andaman and Nicobar Islands,Bhuj Region,32.9928,91.5602,8.15,7.8,1
2010-06-24,Karnataka,Delhi NCR,22.2852,83.1136,75.49,4.5,0
2004-05-21,Kerala,Koyna Region,25.9464,95.3665,100.86,6.9,1
2019-01-01,Gujarat,Delhi NCR,11.2084,91.9093,116.8,7.7,1
2000-06-19,Uttarakhand,Delhi NCR,17.9975,87.9026,74.8,6.3,1
2007-08-18,Tamil Nadu,Bangalore Region,12.7065,92.3096,25.04,5.0,0
2019-03-23,Uttarakhand,Koyna Region,13.3083,94.5192,97.6,3.7,0
2020-08-30,Rajasthan,Delhi NCR,14.6719,90.1254,12.99,5.8,1
2010-04-26,Telangana,Andaman Sea,25.0778,94.8323,96.13,6.8,1
2007-09-23,Sikkim,Koyna Region,21.6304,70.5481,16.85,6.6,1
2009-06-29,Rajasthan,Bangalore Region,13.6613,93.6604,119.94,7.5,1
2004-07-04,Rajasthan,Koyna Region,34.523,76.3111,8.71,7.6,1
2016-03-02,Rajasthan,Bhuj Region,19.457,87.0665,29.4,8.1,1
2014-07-12,Andhra Pradesh,Himalayan Belt,12.0628,78.5611,76.87,7.2,1
2006-07-29,Assam,Nicobar Islands,20.4289,75.8742,55.77,4.2,0
2020-04-11,Himachal Pradesh,Bhuj Region,30.2744,79.6703,55.17,7.3,1
2012-04-18,Himachal Pradesh,Nicobar Islands,24.3444,97.9965,116.26,5.3,0
2006-07-17,Maharashtra,Koyna Region,8.7402,93.6685,104.17,5.9,1
2019-06-11,Andhra Pradesh,Bhuj Region,14.6607,96.9403,95.32,3.5,0
2013-03-10,Maharashtra,Andaman Sea,27.9165,91.1215,13.57,4.0,0
2008-09-12,Uttarakhand,Bangalore Region,18.1828,92.4751,67.84,6.8,1
2021-09-07,Telangana,Bhuj Region,34.6357,81.3341,87.76,5.7,1
2009-10-15,Telangana,Andaman Sea,24.4826,74.5204,114.59,8.2,1
2022-01-07,Telangana,Koyna Region,18.3322,80.3298,92.02,7.2,1
2004-03-26,Rajasthan,Himalayan Belt,12.3607,76.1926,85.17,7.1,1
2019-09-30,Nagaland,Koyna Region,6.3283,89.6567,118.39,3.7,0
2017-07-21,Rajasthan,Himalayan Belt,29.9291,76.799,107.1,5.1,0
2016-08-03,Maharashtra,Andaman Sea,21.2481,80.809,35.85,7.6,1
2019-07-23,Manipur,Delhi NCR,17.8288,92.6817,99.43,4.6,0
2023-07-14,Uttarakhand,Andaman Sea,9.2094,93.7423,7.07,8.4,1
2020-02-05,Tamil Nadu,Bangalore Region,7.6055,82.7825,118.47,4.1,0
2012-08-20,Uttarakhand,Northeast India,34.8244,90.7801,119.48,5.1,0
2013-01-12,Himachal Pradesh,Bangalore Region,33.2116,96.2336,33.03,4.1,0
2009-10-05,Telangana,Bangalore Region,18.5381,76.1985,50.87,4.7,0
